Method,indicator code,Average degree,Network diameter,Average path length,country
HVG,NY.GDP.PCAP.PP.CD,2.0,29.0,10.217204301075268,CRI
HVG,NY.GNS.ICTR.ZS,3.5483870967741935,7.0,3.3376344086021503,CRI
HVG,NY.GDP.DEFL.KD.ZG,2.903225806451613,15.0,5.982795698924731,CRI
HVG,GC.XPN.INTP.ZS,3.4193548387096775,10.0,4.453763440860215,CRI
HVG,SL.UEM.TOTL.ZS,3.7419354838709675,6.0,3.189247311827957,CRI
HVG,FP.CPI.TOTL.ZG,3.096774193548387,12.0,5.06236559139785,CRI
HVG,BX.KLT.DINV.CD.WD,2.5161290322580645,21.0,7.655913978494624,CRI
HVG,FR.INR.LEND,2.838709677419355,16.0,5.933333333333334,CRI
HVG,FM.LBL.BMNY.GD.ZS,3.2903225806451615,13.0,6.116129032258065,CRI
HVG,CM.MKT.LCAP.GD.ZS,2.967741935483871,14.0,5.27741935483871,CRI
HVG,FS.AST.PRVT.GD.ZS,5.870967741935484,9.0,3.193548387096774,CRI
HVG,CM.MKT.TRAD.GD.ZS,3.096774193548387,12.0,4.787096774193548,CRI
HVG,NE.EXP.GNFS.ZS,3.032258064516129,15.0,6.027956989247312,CRI
HVG,NE.IMP.GNFS.ZS,3.161290322580645,12.0,4.744086021505376,CRI
HVG,SL.TLF.ACTI.ZS,3.225806451612903,13.0,4.870967741935484,CRI
HVG,EN.ATM.CO2E.PC,3.225806451612903,10.0,5.01505376344086,CRI
HVG,EG.ELC.RNWX.ZS,2.838709677419355,16.0,6.105376344086022,CRI
HVG,AG.PRD.FOOD.XD,2.3225806451612905,24.0,8.19784946236559,CRI
HVG,AG.LND.FRST.ZS,3.3548387096774195,13.0,4.675268817204301,CRI
HVG,FS.AST.PRVT.GD.ZS.1,5.870967741935484,9.0,3.193548387096774,CRI
HVG,TG.VAL.TOTL.GD.ZS,2.774193548387097,18.0,6.832258064516129,CRI
HVG,GC.XPN.TOTL.GD.ZS.1,3.225806451612903,12.0,4.84731182795699,CRI
HVG,MS.MIL.XPND.GD.ZS,1.935483870967742,30.0,10.666666666666666,CRI
HVG,GC.NFN.TOTL.GD.ZS,3.4,9.0,4.096551724137931,CRI
HVG,GC.NLD.TOTL.GD.ZS,3.0,13.0,5.2827586206896555,CRI
HVG,GC.REV.XGRT.GD.ZS,3.4838709677419355,8.0,3.7311827956989245,CRI
HVG,GC.TAX.TOTL.GD.ZS,3.161290322580645,13.0,5.744086021505376,CRI
HVG,TG.VAL.TOTL.GD.ZS.1,2.774193548387097,18.0,6.832258064516129,CRI
HVG,NY.GDP.TOTL.RT.ZS,3.2903225806451615,10.0,4.236559139784946,CRI
HVG,SP.RUR.TOTL.ZS,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SL.AGR.EMPL.MA.ZS,2.903225806451613,15.0,6.234408602150538,CRI
HVG,SP.POP.TOTL,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SP.POP.GROW,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SP.URB.TOTL.IN.ZS,1.935483870967742,30.0,10.666666666666666,CRI
HVG,EN.URB.MCTY.TL.ZS,2.3225806451612905,24.0,8.21505376344086,CRI
HVG,EG.ELC.ACCS.ZS,8.064516129032258,6.0,2.3161290322580643,CRI
HVG,SP.POP.0014.TO.ZS,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SP.POP.1564.TO.ZS,1.935483870967742,30.0,10.666666666666666,CRI
HVG,EN.URB.LCTY.UR.ZS,1.935483870967742,30.0,10.666666666666666,CRI
HVG,EN.POP.DNST,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SP.URB.TOTL,1.935483870967742,30.0,10.666666666666666,CRI
HVG,EN.URB.MCTY.TL.ZS.1,2.3225806451612905,24.0,8.21505376344086,CRI
HVG,BN.CAB.XOKA.CD,3.4193548387096775,9.0,3.7440860215053764,CRI
HVG,BN.TRF.CURR.CD,3.4193548387096775,11.0,4.780645161290322,CRI
HVG,BN.TRF.KOGT.CD,3.161290322580645,11.0,3.989247311827957,CRI
HVG,NE.EXP.GNFS.ZS.1,3.032258064516129,15.0,6.027956989247312,CRI
HVG,NY.EXP.CAPM.KN,2.064516129032258,28.0,9.791397849462365,CRI
HVG,NE.EXP.GNFS.KD.ZG,3.2903225806451615,9.0,3.6086021505376342,CRI
HVG,NE.IMP.GNFS.ZS.1,3.161290322580645,12.0,4.744086021505376,CRI
HVG,NE.IMP.GNFS.KD.ZG,3.3548387096774195,9.0,3.6989247311827955,CRI
HVG,FI.RES.TOTL.CD,2.6451612903225805,19.0,7.313978494623656,CRI
HVG,NV.IND.TOTL.ZS,2.5161290322580645,23.0,8.393548387096773,CRI
HVG,NV.MNF.TECH.ZS.UN,3.096774193548387,13.0,5.202150537634409,CRI
HVG,NV.AGR.TOTL.ZS,2.838709677419355,17.0,6.950537634408602,CRI
HVG,BM.GSR.ROYL.CD,2.5161290322580645,21.0,7.610752688172043,CRI
HVG,TX.VAL.FUEL.ZS.UN,3.032258064516129,13.0,5.053763440860215,CRI
HVG,TX.VAL.MMTL.ZS.UN,3.4838709677419355,8.0,3.7010752688172044,CRI
HVG,NY.GDP.TOTL.RT.ZS.1,3.2903225806451615,10.0,4.236559139784946,CRI
HVG,BX.KLT.DINV.CD.WD.1,2.5161290322580645,21.0,7.655913978494624,CRI
HVG,SL.TLF.CACT.MA.ZS,3.161290322580645,12.0,5.088172043010752,CRI
HVG,SP.POP.DPND,2.3870967741935485,26.0,9.80215053763441,CRI
HVG,SH.IMM.IDPT,3.2903225806451615,7.0,3.356989247311828,CRI
HVG,SH.IMM.MEAS,3.161290322580645,7.0,3.339784946236559,CRI
HVG,SP.POP.1564.TO.ZS.1,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SP.POP.1564.TO.ZS.2,1.935483870967742,30.0,10.666666666666666,CRI
HVG,SL.TLF.TOTL.IN,2.3225806451612905,24.0,8.987096774193548,CRI
HVG,SP.POP.1564.TO,1.935483870967742,30.0,10.666666666666666,CRI
HVG,NY.GDP.MKTP.KD.ZG,3.4193548387096775,7.0,3.453763440860215,CYP
HVG,GC.XPN.INTP.CN,2.7096774193548385,18.0,6.993548387096774,CYP
HVG,GC.XPN.TOTL.GD.ZS,3.2903225806451615,12.0,4.894623655913978,CYP
HVG,NY.GDP.MKTP.CD,2.774193548387097,18.0,7.038709677419355,CYP
HVG,NY.GDP.PCAP.CD,2.838709677419355,16.0,6.518279569892473,CYP
HVG,NY.GDP.PCAP.PP.CD,2.3870967741935485,23.0,8.464516129032258,CYP
HVG,NY.GNS.ICTR.ZS,3.096774193548387,13.0,4.946236559139785,CYP
HVG,NY.GDP.DEFL.KD.ZG,3.3548387096774195,9.0,4.008602150537635,CYP
HVG,GC.XPN.INTP.ZS,2.903225806451613,15.0,5.460215053763441,CYP
HVG,SL.UEM.TOTL.ZS,3.096774193548387,13.0,5.232258064516129,CYP
HVG,FP.CPI.TOTL.ZG,3.225806451612903,10.0,3.8645161290322583,CYP
HVG,BX.KLT.DINV.CD.WD,2.838709677419355,17.0,7.210752688172043,CYP
HVG,FR.INR.LEND,2.4,3.0,1.5,CYP
HVG,CM.MKT.LCAP.GD.ZS,2.6451612903225805,10.0,4.083870967741936,CYP
HVG,FS.AST.PRVT.GD.ZS,4.32258064516129,15.0,5.744086021505376,CYP
HVG,CM.MKT.TRAD.GD.ZS,2.903225806451613,15.0,5.711827956989247,CYP
HVG,NE.EXP.GNFS.ZS,3.4193548387096775,11.0,4.473118279569892,CYP
HVG,NE.IMP.GNFS.ZS,3.4838709677419355,9.0,4.032258064516129,CYP
HVG,SL.TLF.ACTI.ZS,2.903225806451613,15.0,5.883870967741935,CYP
HVG,EN.ATM.CO2E.PC,2.903225806451613,16.0,5.961290322580645,CYP
HVG,EG.ELC.RNWX.ZS,2.3225806451612905,24.0,9.30752688172043,CYP
HVG,AG.PRD.FOOD.XD,3.225806451612903,13.0,5.488172043010753,CYP
HVG,AG.LND.FRST.ZS,1.935483870967742,30.0,10.666666666666666,CYP
HVG,FS.AST.PRVT.GD.ZS.1,4.32258064516129,15.0,5.744086021505376,CYP
HVG,TG.VAL.TOTL.GD.ZS,3.6129032258064515,8.0,3.4408602150537635,CYP
HVG,GC.XPN.TOTL.GD.ZS.1,3.2903225806451615,12.0,4.894623655913978,CYP
HVG,MS.MIL.XPND.GD.ZS,3.225806451612903,11.0,5.055913978494623,CYP
HVG,GC.NFN.TOTL.GD.ZS,3.032258064516129,15.0,6.141935483870967,CYP
HVG,GC.NLD.TOTL.GD.ZS,3.3548387096774195,9.0,3.92258064516129,CYP
HVG,GC.REV.XGRT.GD.ZS,2.967741935483871,14.0,6.133333333333334,CYP
HVG,GC.TAX.TOTL.GD.ZS,2.967741935483871,14.0,6.051612903225807,CYP
HVG,TG.VAL.TOTL.GD.ZS.1,3.6129032258064515,8.0,3.4408602150537635,CYP
HVG,NY.GDP.TOTL.RT.ZS,3.4193548387096775,10.0,4.58494623655914,CYP
HVG,SP.RUR.TOTL.ZS,3.7419354838709675,13.0,4.905376344086021,CYP
HVG,SL.AGR.EMPL.MA.ZS,3.032258064516129,14.0,5.010752688172043,CYP
HVG,SP.POP.TOTL,1.935483870967742,30.0,10.666666666666666,CYP
HVG,SP.POP.GROW,2.5806451612903225,20.0,7.361290322580645,CYP
HVG,SP.URB.TOTL.IN.ZS,2.064516129032258,29.0,10.544086021505377,CYP
HVG,EN.URB.MCTY.TL.ZS,1.6,4.0,2.0,CYP
HVG,EG.ELC.ACCS.ZS,1.935483870967742,30.0,10.666666666666666,CYP
HVG,SP.POP.0014.TO.ZS,1.935483870967742,30.0,10.666666666666666,CYP
HVG,SP.POP.1564.TO.ZS,1.935483870967742,30.0,10.666666666666666,CYP
HVG,EN.URB.LCTY.UR.ZS,1.6,4.0,2.0,CYP
HVG,EN.POP.DNST,1.935483870967742,30.0,10.666666666666666,CYP
HVG,SP.URB.TOTL,1.935483870967742,30.0,10.666666666666666,CYP
HVG,EN.URB.MCTY.TL.ZS.1,1.6,4.0,2.0,CYP
HVG,BN.CAB.XOKA.CD,3.4193548387096775,8.0,3.5591397849462365,CYP
HVG,BN.TRF.CURR.CD,3.4193548387096775,11.0,4.623655913978495,CYP
HVG,BN.TRF.KOGT.CD,3.032258064516129,8.0,3.3268817204301073,CYP
HVG,NE.EXP.GNFS.ZS.1,3.4193548387096775,11.0,4.473118279569892,CYP
HVG,NY.EXP.CAPM.KN,2.7096774193548385,18.0,6.189247311827957,CYP
HVG,NE.EXP.GNFS.KD.ZG,3.5483870967741935,6.0,3.0408602150537636,CYP
HVG,NE.IMP.GNFS.ZS.1,3.4838709677419355,9.0,4.032258064516129,CYP
HVG,NE.IMP.GNFS.KD.ZG,3.5483870967741935,7.0,3.3419354838709676,CYP
HVG,FI.RES.TOTL.CD,3.161290322580645,16.0,6.427956989247312,CYP
HVG,NV.IND.TOTL.ZS,2.967741935483871,16.0,5.896774193548387,CYP
HVG,NV.MNF.TECH.ZS.UN,2.838709677419355,16.0,6.255913978494624,CYP
HVG,NV.AGR.TOTL.ZS,2.838709677419355,17.0,6.537634408602151,CYP
HVG,BM.GSR.ROYL.CD,2.7096774193548385,16.0,5.7397849462365595,CYP
HVG,TX.VAL.FUEL.ZS.UN,3.096774193548387,11.0,4.2172043010752684,CYP
HVG,TX.VAL.MMTL.ZS.UN,2.838709677419355,17.0,6.303225806451613,CYP
HVG,NY.GDP.TOTL.RT.ZS.1,3.4193548387096775,10.0,4.58494623655914,CYP
HVG,BX.KLT.DINV.CD.WD.1,2.838709677419355,17.0,7.210752688172043,CYP
HVG,SL.TLF.CACT.MA.ZS,2.838709677419355,17.0,6.63010752688172,CYP
HVG,SP.POP.DPND,2.903225806451613,20.0,7.516129032258065,CYP
HVG,SH.IMM.IDPT,2.129032258064516,21.0,7.660215053763441,CYP
HVG,SH.IMM.MEAS,2.193548387096774,13.0,5.324731182795699,CYP
HVG,SP.POP.1564.TO.ZS.1,1.935483870967742,30.0,10.666666666666666,CYP
HVG,SP.POP.1564.TO.ZS.2,1.935483870967742,30.0,10.666666666666666,CYP
HVG,SL.TLF.TOTL.IN,2.129032258064516,27.0,10.066666666666666,CYP
HVG,SP.POP.1564.TO,1.935483870967742,30.0,10.666666666666666,CYP
HVG,NY.GDP.MKTP.KD.ZG,3.2903225806451615,10.0,4.623655913978495,CZE
HVG,GC.XPN.INTP.CN,2.7096774193548385,18.0,7.593548387096774,CZE
HVG,GC.XPN.TOTL.GD.ZS,3.6129032258064515,6.0,3.141935483870968,CZE
HVG,NY.GDP.MKTP.CD,2.903225806451613,17.0,6.623655913978495,CZE
HVG,NY.GDP.PCAP.CD,2.903225806451613,17.0,6.623655913978495,CZE
HVG,NY.GDP.PCAP.PP.CD,2.2580645161290325,26.0,9.56989247311828,CZE
HVG,NY.GNS.ICTR.ZS,3.4193548387096775,11.0,4.10752688172043,CZE
HVG,NY.GDP.DEFL.KD.ZG,3.4193548387096775,10.0,4.004301075268817,CZE
HVG,GC.XPN.INTP.ZS,3.096774193548387,13.0,4.8043010752688176,CZE
HVG,SL.UEM.TOTL.ZS,3.161290322580645,15.0,5.582795698924731,CZE
HVG,FP.CPI.TOTL.ZG,3.4193548387096775,9.0,3.453763440860215,CZE
HVG,BX.KLT.DINV.CD.WD,3.5483870967741935,7.0,3.3376344086021503,CZE
HVG,FR.INR.LEND,2.6451612903225805,17.0,6.849462365591398,CZE
HVG,FM.LBL.BMNY.GD.ZS,5.354838709677419,7.0,2.946236559139785,CZE
HVG,CM.MKT.LCAP.GD.ZS,3.161290322580645,12.0,5.247311827956989,CZE
HVG,FS.AST.PRVT.GD.ZS,3.4193548387096775,10.0,3.9655913978494626,CZE
HVG,CM.MKT.TRAD.GD.ZS,2.6451612903225805,19.0,6.98494623655914,CZE
HVG,NE.EXP.GNFS.ZS,2.3870967741935485,23.0,7.967741935483871,CZE
HVG,NE.IMP.GNFS.ZS,2.6451612903225805,19.0,6.658064516129032,CZE
HVG,SL.TLF.ACTI.ZS,3.096774193548387,12.0,4.563440860215054,CZE
HVG,EN.ATM.CO2E.PC,2.903225806451613,15.0,5.638709677419355,CZE
HVG,EG.ELC.RNWX.ZS,2.6451612903225805,19.0,7.341935483870968,CZE
HVG,AG.PRD.FOOD.XD,3.225806451612903,11.0,4.378494623655914,CZE
HVG,AG.LND.FRST.ZS,2.064516129032258,28.0,10.486021505376344,CZE
HVG,FS.AST.PRVT.GD.ZS.1,3.4193548387096775,10.0,3.9655913978494626,CZE
HVG,TG.VAL.TOTL.GD.ZS,2.5806451612903225,20.0,7.139784946236559,CZE
HVG,GC.XPN.TOTL.GD.ZS.1,3.6129032258064515,6.0,3.141935483870968,CZE
HVG,MS.MIL.XPND.GD.ZS,3.2903225806451615,13.0,5.2279569892473114,CZE
HVG,GC.NFN.TOTL.GD.ZS,3.4193548387096775,9.0,4.189247311827957,CZE
HVG,GC.NLD.TOTL.GD.ZS,3.5483870967741935,7.0,3.253763440860215,CZE
HVG,GC.REV.XGRT.GD.ZS,3.5483870967741935,7.0,3.318279569892473,CZE
HVG,GC.TAX.TOTL.GD.ZS,3.161290322580645,11.0,3.9612903225806453,CZE
HVG,TG.VAL.TOTL.GD.ZS.1,2.5806451612903225,20.0,7.139784946236559,CZE
HVG,NY.GDP.TOTL.RT.ZS,3.5483870967741935,9.0,3.713978494623656,CZE
HVG,SP.RUR.TOTL.ZS,1.935483870967742,30.0,10.666666666666666,CZE
HVG,SL.AGR.EMPL.MA.ZS,2.5161290322580645,22.0,8.167741935483871,CZE
HVG,SP.POP.TOTL,2.967741935483871,17.0,6.06236559139785,CZE
HVG,SP.POP.GROW,3.225806451612903,12.0,5.417204301075269,CZE
HVG,SP.URB.TOTL.IN.ZS,3.225806451612903,19.0,6.443010752688172,CZE
HVG,EN.URB.MCTY.TL.ZS,3.032258064516129,17.0,6.124731182795699,CZE
HVG,EG.ELC.ACCS.ZS,1.935483870967742,30.0,10.666666666666666,CZE
HVG,SP.POP.0014.TO.ZS,3.096774193548387,19.0,6.632258064516129,CZE
HVG,SP.POP.1564.TO.ZS,1.935483870967742,30.0,10.666666666666666,CZE
HVG,EN.URB.LCTY.UR.ZS,2.774193548387097,18.0,7.09247311827957,CZE
HVG,EN.POP.DNST,2.774193548387097,17.0,6.301075268817204,CZE
HVG,SP.URB.TOTL,3.5483870967741935,15.0,5.176344086021506,CZE
HVG,EN.URB.MCTY.TL.ZS.1,3.032258064516129,17.0,6.124731182795699,CZE
HVG,BN.CAB.XOKA.CD,3.6129032258064515,8.0,3.6623655913978497,CZE
HVG,BN.TRF.CURR.CD,3.225806451612903,11.0,4.554838709677419,CZE
HVG,BN.TRF.KOGT.CD,3.3548387096774195,11.0,4.43010752688172,CZE
HVG,NE.EXP.GNFS.ZS.1,2.3870967741935485,23.0,7.967741935483871,CZE
HVG,NY.EXP.CAPM.KN,2.129032258064516,28.0,10.094623655913978,CZE
HVG,NE.EXP.GNFS.KD.ZG,3.096774193548387,12.0,4.559139784946237,CZE
HVG,NE.IMP.GNFS.ZS.1,2.6451612903225805,19.0,6.658064516129032,CZE
HVG,NE.IMP.GNFS.KD.ZG,3.2903225806451615,9.0,3.6623655913978497,CZE
HVG,FI.RES.TOTL.CD,2.5161290322580645,21.0,7.894623655913978,CZE
HVG,NV.IND.TOTL.ZS,2.838709677419355,16.0,5.361290322580645,CZE
HVG,NV.MNF.TECH.ZS.UN,2.3870967741935485,24.0,8.587096774193549,CZE
HVG,NV.AGR.TOTL.ZS,2.838709677419355,16.0,6.556989247311828,CZE
HVG,BM.GSR.ROYL.CD,3.096774193548387,12.0,5.146236559139785,CZE
HVG,TX.VAL.FUEL.ZS.UN,3.032258064516129,13.0,4.509677419354839,CZE
HVG,TX.VAL.MMTL.ZS.UN,3.032258064516129,13.0,4.862365591397849,CZE
HVG,NY.GDP.TOTL.RT.ZS.1,3.5483870967741935,9.0,3.713978494623656,CZE
HVG,BX.KLT.DINV.CD.WD.1,3.5483870967741935,7.0,3.3376344086021503,CZE
HVG,SL.TLF.CACT.MA.ZS,3.032258064516129,16.0,5.759139784946236,CZE
HVG,SP.POP.DPND,3.6129032258064515,14.0,5.012903225806451,CZE
HVG,SH.IMM.IDPT,2.3225806451612905,16.0,6.563440860215054,CZE
HVG,SH.IMM.MEAS,2.5161290322580645,16.0,6.2,CZE
HVG,SP.POP.1564.TO.ZS.1,1.935483870967742,30.0,10.666666666666666,CZE
HVG,SP.POP.1564.TO.ZS.2,1.935483870967742,30.0,10.666666666666666,CZE
HVG,SL.TLF.TOTL.IN,2.774193548387097,17.0,5.578494623655914,CZE
HVG,SP.POP.1564.TO,1.935483870967742,30.0,10.666666666666666,CZE
HVG,NY.GDP.MKTP.KD.ZG,3.4193548387096775,9.0,3.539784946236559,DEU
HVG,GC.XPN.INTP.CN,2.4516129032258065,22.0,7.2817204301075265,DEU
HVG,GC.XPN.TOTL.GD.ZS,3.4838709677419355,10.0,3.6559139784946235,DEU
HVG,NY.GDP.MKTP.CD,2.967741935483871,14.0,5.548387096774194,DEU
HVG,NY.GDP.PCAP.CD,2.967741935483871,14.0,5.539784946236559,DEU
HVG,NY.GDP.PCAP.PP.CD,2.0,29.0,10.217204301075268,DEU
HVG,NY.GNS.ICTR.ZS,3.3548387096774195,11.0,4.137634408602151,DEU
HVG,NY.GDP.DEFL.KD.ZG,3.6129032258064515,6.0,3.0817204301075267,DEU
HVG,GC.XPN.INTP.ZS,2.5161290322580645,21.0,7.202150537634409,DEU
HVG,SL.UEM.TOTL.ZS,2.6451612903225805,20.0,7.479569892473118,DEU
HVG,FP.CPI.TOTL.ZG,3.225806451612903,10.0,4.116129032258065,DEU
HVG,BX.KLT.DINV.CD.WD,3.225806451612903,11.0,4.597849462365591,DEU
HVG,FR.INR.LEND,1.6,4.0,2.0,DEU
HVG,FM.LBL.BMNY.GD.ZS,1.6,4.0,2.0,DEU
HVG,CM.MKT.LCAP.GD.ZS,3.225806451612903,10.0,4.526881720430108,DEU
HVG,FS.AST.PRVT.GD.ZS,2.8,17.0,6.113333333333333,DEU
HVG,CM.MKT.TRAD.GD.ZS,3.4193548387096775,11.0,4.752688172043011,DEU
HVG,NE.EXP.GNFS.ZS,2.5806451612903225,21.0,8.174193548387096,DEU
HVG,NE.IMP.GNFS.ZS,2.967741935483871,14.0,6.070967741935484,DEU
HVG,SL.TLF.ACTI.ZS,2.774193548387097,20.0,7.449462365591398,DEU
HVG,EN.ATM.CO2E.PC,2.903225806451613,16.0,5.778494623655914,DEU
HVG,EG.ELC.RNWX.ZS,2.193548387096774,26.0,10.098924731182796,DEU
HVG,AG.PRD.FOOD.XD,3.5483870967741935,9.0,3.729032258064516,DEU
HVG,AG.LND.FRST.ZS,2.064516129032258,28.0,10.023655913978494,DEU
HVG,FS.AST.PRVT.GD.ZS.1,2.8,17.0,6.113333333333333,DEU
HVG,TG.VAL.TOTL.GD.ZS,2.967741935483871,17.0,6.890322580645162,DEU
HVG,GC.XPN.TOTL.GD.ZS.1,3.4838709677419355,10.0,3.6559139784946235,DEU
HVG,MS.MIL.XPND.GD.ZS,3.3548387096774195,12.0,4.374193548387097,DEU
HVG,GC.NFN.TOTL.GD.ZS,3.3548387096774195,9.0,4.047311827956989,DEU
HVG,GC.NLD.TOTL.GD.ZS,3.3548387096774195,10.0,3.9268817204301074,DEU
HVG,GC.REV.XGRT.GD.ZS,3.4193548387096775,10.0,3.718279569892473,DEU
HVG,GC.TAX.TOTL.GD.ZS,3.225806451612903,10.0,4.010752688172043,DEU
HVG,TG.VAL.TOTL.GD.ZS.1,2.967741935483871,17.0,6.890322580645162,DEU
HVG,NY.GDP.TOTL.RT.ZS,3.4193548387096775,11.0,4.655913978494624,DEU
HVG,SP.RUR.TOTL.ZS,1.935483870967742,30.0,10.666666666666666,DEU
HVG,SL.AGR.EMPL.MA.ZS,2.4516129032258065,23.0,8.595698924731183,DEU
HVG,SP.POP.TOTL,2.774193548387097,17.0,6.533333333333333,DEU
HVG,SP.POP.GROW,3.4838709677419355,10.0,3.817204301075269,DEU
HVG,SP.URB.TOTL.IN.ZS,1.935483870967742,30.0,10.666666666666666,DEU
HVG,EN.URB.MCTY.TL.ZS,3.161290322580645,14.0,5.640860215053763,DEU
HVG,EG.ELC.ACCS.ZS,1.935483870967742,30.0,10.666666666666666,DEU
HVG,SP.POP.0014.TO.ZS,2.7096774193548385,23.0,8.58279569892473,DEU
HVG,SP.POP.1564.TO.ZS,1.935483870967742,30.0,10.666666666666666,DEU
HVG,EN.URB.LCTY.UR.ZS,2.903225806451613,15.0,5.944086021505377,DEU
HVG,EN.POP.DNST,2.838709677419355,18.0,6.774193548387097,DEU
HVG,SP.URB.TOTL,2.193548387096774,26.0,9.270967741935484,DEU
HVG,EN.URB.MCTY.TL.ZS.1,3.161290322580645,14.0,5.640860215053763,DEU
HVG,BN.CAB.XOKA.CD,3.161290322580645,13.0,5.240860215053764,DEU
HVG,BN.TRF.CURR.CD,3.225806451612903,13.0,5.653763440860215,DEU
HVG,BN.TRF.KOGT.CD,3.225806451612903,10.0,3.89247311827957,DEU
HVG,NE.EXP.GNFS.ZS.1,2.5806451612903225,21.0,8.174193548387096,DEU
HVG,NY.EXP.CAPM.KN,2.064516129032258,28.0,10.043010752688172,DEU
HVG,NE.EXP.GNFS.KD.ZG,3.2903225806451615,10.0,3.8645161290322583,DEU
HVG,NE.IMP.GNFS.ZS.1,2.967741935483871,14.0,6.070967741935484,DEU
HVG,NE.IMP.GNFS.KD.ZG,3.2903225806451615,10.0,3.9376344086021504,DEU
HVG,FI.RES.TOTL.CD,3.3548387096774195,13.0,5.15483870967742,DEU
HVG,NV.IND.TOTL.ZS,2.967741935483871,14.0,4.84731182795699,DEU
HVG,NV.MNF.TECH.ZS.UN,2.903225806451613,17.0,6.513978494623656,DEU
HVG,NV.AGR.TOTL.ZS,3.3548387096774195,9.0,3.681720430107527,DEU
HVG,BM.GSR.ROYL.CD,2.967741935483871,14.0,4.913978494623656,DEU
HVG,TX.VAL.FUEL.ZS.UN,3.096774193548387,13.0,5.974193548387097,DEU
HVG,TX.VAL.MMTL.ZS.UN,3.4838709677419355,11.0,4.475268817204301,DEU
HVG,NY.GDP.TOTL.RT.ZS.1,3.4193548387096775,11.0,4.655913978494624,DEU
HVG,BX.KLT.DINV.CD.WD.1,3.225806451612903,11.0,4.597849462365591,DEU
HVG,SL.TLF.CACT.MA.ZS,3.225806451612903,13.0,4.7397849462365595,DEU
HVG,SP.POP.DPND,1.935483870967742,30.0,10.666666666666666,DEU
HVG,SH.IMM.IDPT,2.3225806451612905,23.0,8.608602150537635,DEU
HVG,SH.IMM.MEAS,2.0,28.0,10.073118279569892,DEU
HVG,SP.POP.1564.TO.ZS.1,1.935483870967742,30.0,10.666666666666666,DEU
HVG,SP.POP.1564.TO.ZS.2,1.935483870967742,30.0,10.666666666666666,DEU
HVG,SL.TLF.TOTL.IN,2.7096774193548385,20.0,7.391397849462366,DEU
HVG,SP.POP.1564.TO,2.3870967741935485,23.0,8.625806451612902,DEU
HVG,NY.GDP.MKTP.KD.ZG,3.4193548387096775,7.0,3.367741935483871,DNK
HVG,GC.XPN.INTP.CN,2.5161290322580645,21.0,7.655913978494624,DNK
HVG,GC.XPN.TOTL.GD.ZS,3.225806451612903,11.0,4.952688172043011,DNK
HVG,NY.GDP.MKTP.CD,3.032258064516129,13.0,5.582795698924731,DNK
HVG,NY.GDP.PCAP.CD,2.967741935483871,14.0,5.69247311827957,DNK
HVG,NY.GDP.PCAP.PP.CD,2.0,29.0,10.217204301075268,DNK
HVG,NY.GNS.ICTR.ZS,3.032258064516129,14.0,5.41505376344086,DNK
HVG,NY.GDP.DEFL.KD.ZG,3.5483870967741935,8.0,3.576344086021505,DNK
HVG,GC.XPN.INTP.ZS,2.4516129032258065,22.0,8.101075268817205,DNK
HVG,SL.UEM.TOTL.ZS,3.161290322580645,13.0,4.901075268817205,DNK
HVG,FP.CPI.TOTL.ZG,3.3548387096774195,11.0,4.313978494623656,DNK
HVG,BX.KLT.DINV.CD.WD,3.2903225806451615,9.0,3.8559139784946237,DNK
HVG,FM.LBL.BMNY.GD.ZS,3.6129032258064515,9.0,3.8236559139784947,DNK
HVG,CM.MKT.LCAP.GD.ZS,3.1,8.0,3.794736842105263,DNK
HVG,FS.AST.PRVT.GD.ZS,2.774193548387097,20.0,8.12258064516129,DNK
HVG,CM.MKT.TRAD.GD.ZS,2.8,11.0,4.5473684210526315,DNK
HVG,NE.EXP.GNFS.ZS,2.838709677419355,17.0,6.6,DNK
HVG,NE.IMP.GNFS.ZS,3.032258064516129,13.0,5.825806451612904,DNK
HVG,SL.TLF.ACTI.ZS,3.2903225806451615,12.0,4.851612903225806,DNK
HVG,EN.ATM.CO2E.PC,2.838709677419355,17.0,6.645161290322581,DNK
HVG,EG.ELC.RNWX.ZS,2.5806451612903225,20.0,8.227956989247312,DNK
HVG,AG.PRD.FOOD.XD,3.2903225806451615,8.0,4.055913978494623,DNK
HVG,AG.LND.FRST.ZS,2.0,29.0,10.443010752688172,DNK
HVG,FS.AST.PRVT.GD.ZS.1,2.774193548387097,20.0,8.12258064516129,DNK
HVG,TG.VAL.TOTL.GD.ZS,3.096774193548387,12.0,5.288172043010753,DNK
HVG,GC.XPN.TOTL.GD.ZS.1,3.225806451612903,11.0,4.952688172043011,DNK
HVG,MS.MIL.XPND.GD.ZS,3.096774193548387,16.0,5.918279569892473,DNK
HVG,GC.NFN.TOTL.GD.ZS,3.2903225806451615,9.0,3.832258064516129,DNK
HVG,GC.NLD.TOTL.GD.ZS,3.3548387096774195,11.0,5.073118279569893,DNK
HVG,GC.REV.XGRT.GD.ZS,3.2903225806451615,9.0,3.9505376344086023,DNK
